Gene	LINC1KD-1-D2-NTC_ATCACG_L008	LINC1KD-2-D2-658_CGATGT_L008	LINC1KD-3-D3-NTC_TTAGGC_L008	LINC1KD-4-1D3-658_TGACCA_L008	LINC1KD-5-2D3-NTC_GCCAAT_L008	LINC1KD-6-2D3-658_TAGCTT_L008
ENSMUSG00000100466.1	0	0	0	0	0	0
ENSMUSG00000100475.1	0	0	0	2	4	0
ENSMUSG00000100478.1	0	0	0	0	0	0
ENSMUSG00000100480.1	0	0	0	0	0	0
ENSMUSG00000100483.1	0	0	0	0	0	0
ENSMUSG00000100487.1	0	0	0	0	0	0
ENSMUSG00000100491.1	0	0	0	0	0	0
ENSMUSG00000100492.1	0	0	0	0	0	0
ENSMUSG00000100496.1	0	0	0	0	0	0
ENSMUSG00000100499.6	0	0	0	0	0	0
ENSMUSG00000100500.1	0	0	0	0	0	0
ENSMUSG00000100501.1	0	0	0	0	0	0
ENSMUSG00000100502.1	0	0	0	0	0	0
ENSMUSG00000100508.6	0	0	0	0	0	0
ENSMUSG00000100510.6	0	0	0	0	0	0
ENSMUSG00000100511.1	0	0	0	0	0	0
ENSMUSG00000100518.1	0	0	0	0	0	0
ENSMUSG00000100526.1	0	0	0	0	0	0
ENSMUSG00000100528.1	0	0	0	0	0	0
ENSMUSG00000100529.1	0	0	0	0	0	0
ENSMUSG00000100531.1	0	0	0	0	0	0
ENSMUSG00000100532.1	0	0	0	0	0	0
ENSMUSG00000100533.6	0	0	0	0	0	0
ENSMUSG00000100534.1	0	0	0	0	0	0
ENSMUSG00000100536.1	0	0	0	0	0	0
ENSMUSG00000100537.1	0	0	0	0	0	0
ENSMUSG00000100538.1	0	0	0	0	0	0
ENSMUSG00000100544.1	0	0	0	0	0	0
ENSMUSG00000100546.1	0	0	0	0	0	0
ENSMUSG00000100548.1	0	0	3	3	0	0
ENSMUSG00000100550.2	0	10	6	2	6	6
ENSMUSG00000100552.1	15	0	9	1	6	1
ENSMUSG00000100553.6	0	0	0	0	0	0
ENSMUSG00000100556.1	0	0	0	0	0	0
ENSMUSG00000100557.1	0	0	0	0	0	0
ENSMUSG00000100558.1	13	9	0	0	0	7
ENSMUSG00000100562.1	0	0	0	0	0	0
ENSMUSG00000100565.6	0	0	0	0	0	0
ENSMUSG00000100570.6	0	0	0	0	0	0
ENSMUSG00000100572.1	0	4	0	3	2	6
ENSMUSG00000100573.1	0	0	0	0	0	0
ENSMUSG00000100574.1	0	0	0	0	0	0
ENSMUSG00000100578.1	0	0	0	0	0	0
ENSMUSG00000100579.6	0	0	0	0	0	0
ENSMUSG00000100580.6	0	0	0	0	0	0
ENSMUSG00000100582.1	0	0	0	0	0	0
ENSMUSG00000100583.6	0	0	0	0	0	0
ENSMUSG00000100584.6	0	0	0	0	0	0
ENSMUSG00000100585.1	0	0	0	0	0	0
ENSMUSG00000100588.1	0	0	0	0	0	0
ENSMUSG00000100589.1	0	0	0	0	0	0
ENSMUSG00000100593.1	0	0	0	0	0	0
ENSMUSG00000100594.1	10	0	6	6	10	12
ENSMUSG00000100596.1	0	0	0	0	0	0
ENSMUSG00000100597.1	0	0	0	0	0	0
ENSMUSG00000100599.1	0	4	5	6	9	6
ENSMUSG00000100600.6	0	0	1	0	3	0
ENSMUSG00000100603.6	0	0	0	0	0	0
ENSMUSG00000100605.1	0	1	6	16	0	2
ENSMUSG00000100606.1	0	0	0	0	0	0
ENSMUSG00000100607.1	0	0	0	0	0	0
ENSMUSG00000100609.6	0	0	0	0	0	0
ENSMUSG00000100614.1	0	0	0	0	0	0
ENSMUSG00000100616.1	0	0	0	0	0	0
ENSMUSG00000100618.1	0	0	0	3	1	0
ENSMUSG00000100620.1	0	0	0	0	0	0
ENSMUSG00000100625.6	0	0	0	0	0	0
ENSMUSG00000100627.6	0	0	0	0	0	0
ENSMUSG00000100628.1	0	0	0	0	0	0
ENSMUSG00000100629.1	0	0	0	0	0	0
ENSMUSG00000100630.1	0	0	0	0	0	0
ENSMUSG00000100632.1	0	0	0	0	2	0
ENSMUSG00000100635.1	0	0	0	0	0	0
ENSMUSG00000100647.6	0	0	0	0	0	0
ENSMUSG00000100650.1	0	0	1	0	0	6
ENSMUSG00000100651.1	0	0	0	0	0	0
ENSMUSG00000100653.1	0	0	0	0	0	0
ENSMUSG00000100658.1	0	0	0	0	1	0
ENSMUSG00000100664.1	0	0	0	0	0	0
ENSMUSG00000100666.1	0	0	0	0	0	0
ENSMUSG00000100668.1	0	0	0	0	0	0
ENSMUSG00000100670.1	0	0	0	0	0	0
ENSMUSG00000100671.1	0	0	0	0	0	0
ENSMUSG00000100672.1	0	0	0	0	0	0
ENSMUSG00000100674.1	0	0	0	0	0	0
ENSMUSG00000100680.1	5	6	12	17	19	10
ENSMUSG00000100681.1	0	0	0	0	0	0
ENSMUSG00000100682.1	0	0	0	0	0	0
ENSMUSG00000100684.1	0	0	0	0	0	0
ENSMUSG00000100685.1	0	0	0	7	0	1
ENSMUSG00000100691.1	90	193	122	238	146	204
ENSMUSG00000100693.1	0	0	0	0	0	0
ENSMUSG00000100694.1	0	0	0	0	0	0
ENSMUSG00000100706.6	0	0	0	0	0	0
ENSMUSG00000100707.1	0	0	0	0	0	0
ENSMUSG00000100709.6	0	0	0	0	0	0
ENSMUSG00000100711.1	0	0	0	0	0	0
ENSMUSG00000100714.6	0	0	0	0	0	0
ENSMUSG00000100715.6	0	0	0	0	0	0
ENSMUSG00000100716.6	0	0	0	0	0	0
ENSMUSG00000100717.6	0	0	0	0	0	0
ENSMUSG00000100719.1	0	0	0	0	0	0
ENSMUSG00000100722.1	0	0	0	0	0	0
ENSMUSG00000100727.6	0	0	0	0	0	0
ENSMUSG00000100728.1	0	0	0	0	0	0
ENSMUSG00000100733.2	0	0	0	0	0	0
ENSMUSG00000100738.1	0	0	0	0	0	0
ENSMUSG00000100739.6	0	0	0	0	0	0
ENSMUSG00000100745.1	0	0	0	0	0	0
ENSMUSG00000100747.4	0	5	0	2	5	4
ENSMUSG00000100750.1	0	0	0	0	0	0
ENSMUSG00000100759.6	0	0	0	0	0	0
ENSMUSG00000100760.1	0	1	0	0	0	0
ENSMUSG00000100763.1	0	0	0	0	0	0
ENSMUSG00000100764.1	0	0	0	0	0	0
ENSMUSG00000100765.1	0	0	0	0	0	0
ENSMUSG00000100768.1	0	0	0	0	0	0
ENSMUSG00000100769.1	0	0	0	0	0	0
ENSMUSG00000100775.1	0	0	2	0	0	0
ENSMUSG00000100777.1	0	0	0	0	0	0
ENSMUSG00000100778.1	0	0	0	0	0	0
ENSMUSG00000100779.1	0	0	0	0	0	0
ENSMUSG00000100780.1	0	0	0	0	0	0
ENSMUSG00000100781.1	0	0	0	0	0	0
ENSMUSG00000100782.1	0	0	0	0	0	0
ENSMUSG00000100783.1	0	8	0	3	1	0
ENSMUSG00000100784.1	0	0	0	0	0	0
ENSMUSG00000100786.1	0	0	0	5	0	0
ENSMUSG00000100787.6	0	0	0	0	0	0
ENSMUSG00000100789.6	0	0	0	0	2	0
ENSMUSG00000100790.6	0	0	0	0	0	0
ENSMUSG00000100791.1	0	0	0	0	0	0
ENSMUSG00000100795.2	0	0	0	0	0	0
ENSMUSG00000100796.1	0	0	0	0	0	0
ENSMUSG00000100798.1	0	0	2	0	0	0
ENSMUSG00000100799.2	0	0	0	0	0	0
ENSMUSG00000100805.1	0	0	0	0	0	0
ENSMUSG00000100807.2	0	1	0	0	0	0
ENSMUSG00000100809.1	0	0	0	0	0	0
ENSMUSG00000100811.1	0	0	0	0	0	0
ENSMUSG00000100812.1	0	0	0	0	0	0
ENSMUSG00000100813.1	0	0	0	0	0	0
ENSMUSG00000100815.1	0	0	0	0	0	0
ENSMUSG00000100816.1	0	11	10	4	5	4
ENSMUSG00000100817.1	0	0	0	0	0	0
ENSMUSG00000100820.1	0	0	0	0	0	0
ENSMUSG00000100822.1	0	0	0	0	0	0
ENSMUSG00000100823.1	0	0	0	0	0	0
ENSMUSG00000100826.6	4	9	9	15	5	1
ENSMUSG00000100827.1	0	0	0	0	0	0
ENSMUSG00000100830.1	0	0	0	0	0	0
ENSMUSG00000100832.1	0	0	0	0	0	0
ENSMUSG00000100833.1	0	0	0	0	0	0
ENSMUSG00000100836.1	0	0	0	0	0	0
ENSMUSG00000100837.7	4	1	9	4	4	5
ENSMUSG00000100844.1	0	0	0	0	0	0
ENSMUSG00000100847.1	0	0	0	0	0	0
ENSMUSG00000100849.1	0	0	0	0	0	0
ENSMUSG00000100850.1	0	0	0	0	0	0
ENSMUSG00000100851.1	0	0	0	0	0	0
ENSMUSG00000100852.1	0	0	0	0	0	0
ENSMUSG00000100857.2	0	0	0	0	0	0
ENSMUSG00000100859.6	0	0	0	0	0	0
ENSMUSG00000100860.1	0	0	0	0	0	0
ENSMUSG00000100868.1	0	0	0	0	0	0
ENSMUSG00000100871.1	0	0	0	0	0	0
ENSMUSG00000100872.2	0	0	0	0	0	0
ENSMUSG00000100875.6	0	0	0	0	0	0
ENSMUSG00000100876.1	33	0	0	4	5	1
ENSMUSG00000100879.1	0	0	0	0	0	0
ENSMUSG00000100885.1	0	0	0	0	0	0
ENSMUSG00000100887.1	0	0	0	0	0	0
ENSMUSG00000100890.1	0	0	0	0	0	0
ENSMUSG00000100891.1	0	0	0	0	0	0
ENSMUSG00000100893.1	0	0	0	0	0	0
ENSMUSG00000100896.1	0	0	0	0	0	0
ENSMUSG00000100900.6	0	0	0	0	0	0
ENSMUSG00000100905.1	0	0	0	1	0	0
ENSMUSG00000100908.1	0	0	0	0	0	0
ENSMUSG00000100910.1	0	0	0	0	0	0
ENSMUSG00000100911.2	0	0	0	0	0	0
ENSMUSG00000100914.1	0	0	0	0	0	0
ENSMUSG00000100915.6	0	0	0	0	0	0
ENSMUSG00000100925.1	0	0	0	0	0	0
ENSMUSG00000100927.1	0	0	1	0	1	0
ENSMUSG00000100928.6	0	0	0	0	0	0
ENSMUSG00000100930.1	0	0	0	0	0	0
ENSMUSG00000100931.1	0	0	0	0	0	0
ENSMUSG00000100932.1	0	0	0	0	0	0
ENSMUSG00000100936.1	0	0	0	0	0	0
ENSMUSG00000100938.1	0	0	0	0	0	0
ENSMUSG00000100943.1	0	0	0	0	0	0
ENSMUSG00000100945.1	0	0	0	0	0	0
ENSMUSG00000100948.1	0	0	0	0	0	0
ENSMUSG00000100952.1	0	0	0	0	0	0
ENSMUSG00000100953.6	0	0	0	0	0	0
ENSMUSG00000100954.4	76	81	32	112	77	94
ENSMUSG00000100957.6	0	0	0	0	0	0
ENSMUSG00000100958.1	0	0	0	0	0	0
ENSMUSG00000100961.1	0	0	0	0	0	0
ENSMUSG00000100965.1	0	0	0	0	0	0
ENSMUSG00000100969.6	0	0	0	0	0	0
ENSMUSG00000100970.1	0	0	0	0	0	0
ENSMUSG00000100971.1	0	0	0	0	0	0
ENSMUSG00000100975.1	0	0	0	0	1	0
ENSMUSG00000100979.1	0	0	0	0	0	0
ENSMUSG00000100980.1	0	0	0	0	0	0
ENSMUSG00000100984.1	0	0	0	0	0	0
ENSMUSG00000100985.1	0	0	0	2	0	0
ENSMUSG00000100987.1	0	0	0	0	0	0
ENSMUSG00000100992.1	0	0	0	0	0	0
ENSMUSG00000100998.1	0	0	0	0	0	0
ENSMUSG00000101002.1	0	0	0	0	0	0
ENSMUSG00000101003.6	0	0	0	0	0	0
ENSMUSG00000101007.1	0	0	0	0	0	0
ENSMUSG00000101008.1	5	0	0	0	0	0
ENSMUSG00000101009.6	103	74	57	51	43	42
ENSMUSG00000101011.6	0	0	0	0	0	0
ENSMUSG00000101012.6	0	0	0	0	0	0
ENSMUSG00000101013.1	141	171	84	176	134	166
ENSMUSG00000101014.1	0	0	0	0	0	0
ENSMUSG00000101021.1	0	0	0	0	0	0
ENSMUSG00000101028.1	0	0	0	0	0	4
ENSMUSG00000101029.1	0	0	0	2	0	4
ENSMUSG00000101036.1	0	0	0	0	0	0
ENSMUSG00000101037.1	0	14	15	21	7	15
ENSMUSG00000101040.6	0	0	0	0	0	0
ENSMUSG00000101041.1	0	0	0	0	0	0
ENSMUSG00000101042.1	0	0	0	0	0	0
ENSMUSG00000101050.1	0	0	0	0	0	0
ENSMUSG00000101051.6	0	0	0	0	0	0
ENSMUSG00000101060.1	0	0	0	0	0	0
ENSMUSG00000101061.1	7	0	0	0	0	0
ENSMUSG00000101062.1	0	0	0	0	0	0
ENSMUSG00000101067.1	0	0	0	0	0	0
ENSMUSG00000101069.1	0	0	0	0	0	0
ENSMUSG00000101079.1	0	0	0	0	0	0
ENSMUSG00000101080.1	0	0	0	0	0	0
ENSMUSG00000101081.1	0	0	0	0	0	0
ENSMUSG00000101084.1	0	0	0	0	0	0
ENSMUSG00000101086.1	0	0	0	0	0	0
ENSMUSG00000101089.1	0	1	0	0	0	0
ENSMUSG00000101090.6	0	0	0	0	0	0
ENSMUSG00000101091.1	0	0	0	0	0	0
ENSMUSG00000101095.1	0	0	0	0	0	0
ENSMUSG00000101099.6	0	0	0	0	0	0
ENSMUSG00000101100.6	0	0	0	0	0	0
ENSMUSG00000101102.1	0	0	0	0	0	0
ENSMUSG00000101104.6	230	222	207	214	159	186
ENSMUSG00000101107.1	0	0	0	0	0	0
ENSMUSG00000101109.6	0	0	0	0	0	0
ENSMUSG00000101110.1	0	0	0	0	0	0
ENSMUSG00000101112.1	0	0	0	0	0	0
ENSMUSG00000101115.1	0	0	0	0	0	0
ENSMUSG00000101119.1	0	0	0	0	0	0
ENSMUSG00000101125.1	0	0	0	0	0	0
ENSMUSG00000101126.1	0	0	0	0	0	0
ENSMUSG00000101127.1	0	0	0	0	0	0
ENSMUSG00000101131.1	0	0	0	0	0	0
ENSMUSG00000101133.1	0	0	0	0	0	0
ENSMUSG00000101134.1	0	0	0	0	0	0
ENSMUSG00000101136.1	0	0	0	0	0	0
ENSMUSG00000101138.6	0	0	0	0	0	0
ENSMUSG00000101144.2	0	0	0	0	0	0
ENSMUSG00000101150.1	0	0	0	0	0	0
ENSMUSG00000101153.1	0	0	0	0	0	0
ENSMUSG00000101156.1	0	0	0	0	0	0
ENSMUSG00000101160.1	0	0	0	0	0	0
ENSMUSG00000101162.2	11	0	0	1	2	0
ENSMUSG00000101166.6	551	767	469	762	583	850
ENSMUSG00000101168.1	0	0	0	0	0	0
ENSMUSG00000101170.1	0	0	0	0	0	0
ENSMUSG00000101172.1	0	0	0	0	0	0
ENSMUSG00000101179.1	0	0	0	0	0	0
ENSMUSG00000101182.1	0	0	0	0	0	0
ENSMUSG00000101186.1	0	0	0	0	0	0
ENSMUSG00000101189.1	0	0	0	0	0	0
ENSMUSG00000101190.6	0	0	0	0	0	0
ENSMUSG00000101191.6	7	16	11	6	11	12
ENSMUSG00000101192.6	0	0	0	0	0	0
ENSMUSG00000101198.6	0	0	0	0	0	0
ENSMUSG00000101204.6	0	0	0	0	0	0
ENSMUSG00000101207.1	0	0	0	0	0	0
ENSMUSG00000101210.1	0	0	0	0	2	1
ENSMUSG00000101211.1	0	0	0	0	0	0
ENSMUSG00000101214.1	0	0	0	0	1	0
ENSMUSG00000101218.1	0	0	0	0	0	0
ENSMUSG00000101222.1	0	0	0	0	0	0
ENSMUSG00000101223.6	0	0	0	0	0	0
ENSMUSG00000101224.1	0	0	0	0	0	0
ENSMUSG00000101225.1	26	73	28	56	36	31
ENSMUSG00000101227.1	0	0	0	0	0	0
ENSMUSG00000101229.1	0	0	0	0	0	0
ENSMUSG00000101233.1	0	0	0	0	0	0
ENSMUSG00000101237.1	0	0	0	0	2	0
ENSMUSG00000101242.1	0	0	0	0	0	0
ENSMUSG00000101244.6	0	0	0	0	0	0
ENSMUSG00000101245.1	0	0	0	0	0	0
ENSMUSG00000101247.1	0	0	0	0	0	0
ENSMUSG00000101253.1	0	0	0	0	0	0
ENSMUSG00000101256.1	0	0	0	0	0	0
ENSMUSG00000101257.1	0	0	0	0	0	0
ENSMUSG00000101258.1	0	0	1	0	0	0
ENSMUSG00000101261.1	0	0	0	0	0	0
ENSMUSG00000101264.1	0	0	0	0	0	0
ENSMUSG00000101265.1	0	0	0	0	0	0
ENSMUSG00000101266.1	0	0	0	0	0	0
ENSMUSG00000101268.6	0	0	0	0	0	0
ENSMUSG00000101272.1	0	0	0	0	0	0
ENSMUSG00000101275.1	0	0	0	0	0	0
ENSMUSG00000101278.1	0	0	0	0	0	0
ENSMUSG00000101282.1	0	0	0	0	0	0
ENSMUSG00000101284.1	0	0	0	0	0	0
ENSMUSG00000101285.6	0	0	0	0	0	0
ENSMUSG00000101287.1	0	0	0	0	0	0
ENSMUSG00000101288.1	0	0	0	0	0	0
ENSMUSG00000101291.1	0	0	0	0	0	0
ENSMUSG00000101295.1	0	0	0	0	0	0
ENSMUSG00000101299.2	0	0	0	0	0	0
ENSMUSG00000101300.6	0	0	0	0	0	0
ENSMUSG00000101302.6	0	0	0	0	0	0
ENSMUSG00000101304.1	0	0	0	0	0	0
ENSMUSG00000101308.1	0	0	0	0	0	0
ENSMUSG00000101311.1	0	0	0	0	0	0
ENSMUSG00000101313.1	0	0	0	0	0	0
ENSMUSG00000101314.1	0	0	0	0	0	0
ENSMUSG00000101317.1	0	0	0	0	0	0
ENSMUSG00000101320.1	0	19	5	18	5	8
ENSMUSG00000101321.1	0	0	0	0	0	0
ENSMUSG00000101324.1	0	0	0	0	0	0
ENSMUSG00000101329.1	0	0	0	0	0	0
ENSMUSG00000101332.1	0	0	0	0	0	0
ENSMUSG00000101334.1	0	0	0	0	0	0
ENSMUSG00000101335.1	0	0	11	10	1	16
ENSMUSG00000101338.1	0	0	0	0	0	0
ENSMUSG00000101342.1	0	0	0	0	0	0
ENSMUSG00000101344.1	0	0	0	0	3	0
ENSMUSG00000101345.1	0	0	0	0	0	0
ENSMUSG00000101350.6	0	0	0	0	0	0
ENSMUSG00000101353.6	0	0	0	0	0	0
ENSMUSG00000101356.1	0	0	0	0	0	0
ENSMUSG00000101360.2	0	0	0	0	0	0
ENSMUSG00000101365.1	0	11	6	0	0	0
ENSMUSG00000101366.1	0	0	0	0	0	0
ENSMUSG00000101370.1	0	0	0	0	0	0
ENSMUSG00000101377.1	0	0	0	0	0	0
ENSMUSG00000101378.1	0	0	0	0	0	0
ENSMUSG00000101379.1	0	0	0	0	0	0
ENSMUSG00000101386.1	0	0	0	0	0	0
ENSMUSG00000101388.1	0	0	0	0	0	0
ENSMUSG00000101393.1	0	0	0	0	0	0
ENSMUSG00000101394.1	0	0	0	0	0	0
ENSMUSG00000101402.1	0	0	0	0	0	0
ENSMUSG00000101404.1	0	0	0	0	0	0
ENSMUSG00000101405.1	0	0	0	0	0	0
ENSMUSG00000101406.1	0	0	0	0	0	0
ENSMUSG00000101407.6	0	0	0	0	0	0
ENSMUSG00000101409.1	0	0	0	0	0	0
ENSMUSG00000101411.1	0	0	0	0	0	0
ENSMUSG00000101412.6	0	0	0	0	0	0
ENSMUSG00000101414.1	0	0	0	0	0	0
ENSMUSG00000101416.1	0	0	0	0	0	0
ENSMUSG00000101422.6	0	0	0	0	0	0
ENSMUSG00000101423.6	0	0	0	0	0	0
ENSMUSG00000101424.6	0	0	0	0	0	0
ENSMUSG00000101425.1	0	0	0	0	0	0
ENSMUSG00000101426.1	0	0	0	0	0	0
ENSMUSG00000101429.1	0	0	0	0	0	0
ENSMUSG00000101435.1	0	0	0	0	0	0
ENSMUSG00000101438.1	2	5	0	8	5	1
ENSMUSG00000101440.1	0	0	0	0	0	0
ENSMUSG00000101441.1	0	0	0	0	0	0
ENSMUSG00000101445.1	0	0	0	0	0	0
ENSMUSG00000101447.1	0	0	0	0	0	0
ENSMUSG00000101448.1	0	0	0	0	0	0
ENSMUSG00000101450.1	0	0	0	0	0	0
ENSMUSG00000101451.1	0	0	0	0	0	0
ENSMUSG00000101453.1	0	0	0	0	0	0
ENSMUSG00000101456.1	0	0	0	0	0	0
ENSMUSG00000101463.1	0	0	0	0	0	0
ENSMUSG00000101465.1	0	0	0	0	0	0
ENSMUSG00000101472.1	0	0	0	0	0	0
ENSMUSG00000101474.1	0	0	0	0	0	0
ENSMUSG00000101476.1	0	0	0	0	0	0
ENSMUSG00000101481.1	0	0	0	0	0	0
ENSMUSG00000101483.1	0	0	0	0	0	0
ENSMUSG00000101484.1	0	0	0	0	0	0
ENSMUSG00000101491.1	0	0	0	0	0	0
ENSMUSG00000101492.1	0	0	0	0	0	0
ENSMUSG00000101493.1	0	4	1	3	3	12
ENSMUSG00000101503.1	0	0	0	0	0	0
ENSMUSG00000101505.1	0	0	0	0	0	0
ENSMUSG00000101507.1	0	0	0	0	0	0
ENSMUSG00000101508.1	0	0	0	0	0	0
ENSMUSG00000101512.1	0	0	0	0	0	0
ENSMUSG00000101513.6	0	0	0	0	0	0
ENSMUSG00000101514.1	0	0	0	0	0	0
ENSMUSG00000101516.6	0	0	0	0	0	0
ENSMUSG00000101517.6	0	0	0	5	0	0
ENSMUSG00000101521.1	0	0	0	0	0	0
ENSMUSG00000101525.1	0	0	0	0	0	0
ENSMUSG00000101526.1	0	0	0	0	0	0
ENSMUSG00000101529.1	0	0	0	0	0	0
ENSMUSG00000101531.6	0	0	0	0	0	0
ENSMUSG00000101533.1	0	0	0	0	0	0
ENSMUSG00000101536.6	0	0	0	0	0	0
ENSMUSG00000101537.1	0	0	0	0	0	0
ENSMUSG00000101539.1	0	0	0	0	0	0
ENSMUSG00000101541.1	0	0	0	0	0	0
ENSMUSG00000101542.6	0	0	0	0	0	0
ENSMUSG00000101546.1	0	0	0	0	0	0
ENSMUSG00000101547.1	0	0	0	0	0	0
ENSMUSG00000101549.1	0	6	8	3	3	4
ENSMUSG00000101553.1	0	8	4	11	3	1
ENSMUSG00000101555.1	0	0	0	0	0	0
ENSMUSG00000101556.1	0	0	0	1	3	4
ENSMUSG00000101559.1	0	0	0	0	0	0
ENSMUSG00000101560.6	0	0	0	0	0	0
ENSMUSG00000101565.1	0	0	0	0	0	0
ENSMUSG00000101566.1	0	0	0	0	0	0
ENSMUSG00000101568.1	0	0	0	0	0	0
ENSMUSG00000101569.1	0	0	0	0	0	0
ENSMUSG00000101570.1	0	0	0	0	0	0
ENSMUSG00000101574.1	0	0	0	0	0	0
ENSMUSG00000101580.1	0	0	0	0	0	0
ENSMUSG00000101581.6	0	0	0	1	1	0
ENSMUSG00000101583.1	0	1	3	0	0	2
ENSMUSG00000101584.2	0	0	0	0	0	0
ENSMUSG00000101585.6	0	0	3	0	0	0
ENSMUSG00000101586.1	0	0	0	0	0	0
ENSMUSG00000101588.1	0	0	0	0	0	0
ENSMUSG00000101592.1	0	0	0	0	0	0
ENSMUSG00000101595.1	0	0	0	0	0	0
ENSMUSG00000101596.1	0	0	0	0	0	0
ENSMUSG00000101598.1	0	0	0	0	0	0
ENSMUSG00000101599.1	28	24	27	43	15	4
ENSMUSG00000101600.1	0	0	0	0	0	0
ENSMUSG00000101601.1	0	0	0	0	0	0
ENSMUSG00000101603.1	0	0	0	0	0	0
ENSMUSG00000101606.1	0	0	0	0	0	0
ENSMUSG00000101608.1	0	0	0	0	0	0
ENSMUSG00000101609.1	925	1289	986	1263	575	947
ENSMUSG00000101613.1	0	0	0	0	0	0
ENSMUSG00000101614.1	0	0	0	0	0	0
ENSMUSG00000101621.2	0	0	0	0	0	0
ENSMUSG00000101625.1	0	0	0	0	0	0
ENSMUSG00000101626.6	0	0	0	0	0	0
ENSMUSG00000101627.1	0	0	0	0	0	0
ENSMUSG00000101628.1	454	390	347	455	407	406
ENSMUSG00000101629.1	0	0	0	0	0	0
ENSMUSG00000101630.1	0	0	0	0	0	0
ENSMUSG00000101632.1	0	0	0	0	0	0
ENSMUSG00000101633.1	0	0	0	0	0	0
ENSMUSG00000101634.6	0	0	3	3	0	0
ENSMUSG00000101636.1	0	0	0	0	0	0
ENSMUSG00000101640.1	0	0	0	0	0	0
ENSMUSG00000101641.1	0	0	0	0	0	0
ENSMUSG00000101642.6	0	0	0	0	0	0
ENSMUSG00000101643.1	0	0	0	0	0	0
ENSMUSG00000101648.1	0	0	0	0	0	0
ENSMUSG00000101649.1	0	0	0	0	0	0
ENSMUSG00000101651.1	0	0	0	0	1	0
ENSMUSG00000101654.1	0	0	0	0	0	0
ENSMUSG00000101655.1	29	2	10	21	8	11
ENSMUSG00000101659.1	0	0	0	0	0	0
ENSMUSG00000101662.1	0	0	4	0	0	0
ENSMUSG00000101668.1	0	0	0	0	0	0
ENSMUSG00000101671.1	0	0	0	0	0	0
ENSMUSG00000101674.6	0	0	0	0	0	0
ENSMUSG00000101675.1	0	0	0	0	0	0
ENSMUSG00000101680.1	0	0	0	0	0	0
ENSMUSG00000101681.6	0	0	0	0	0	0
ENSMUSG00000101683.6	0	0	0	0	0	0
ENSMUSG00000101692.1	0	0	0	0	0	0
ENSMUSG00000101693.1	9	0	0	0	0	0
ENSMUSG00000101694.1	0	0	0	0	0	0
ENSMUSG00000101695.1	0	0	0	0	0	0
ENSMUSG00000101698.1	0	0	0	0	0	0
ENSMUSG00000101700.1	0	0	0	0	0	0
ENSMUSG00000101701.1	0	0	0	0	0	0
ENSMUSG00000101702.1	0	0	0	0	2	0
ENSMUSG00000101705.1	4	0	0	0	0	0
ENSMUSG00000101706.1	0	0	0	0	0	0
ENSMUSG00000101711.1	0	0	3	0	2	9
ENSMUSG00000101713.1	0	0	0	0	0	0
ENSMUSG00000101714.1	0	0	0	0	0	0
ENSMUSG00000101719.1	0	0	0	0	0	0
ENSMUSG00000101720.1	0	0	0	0	0	0
ENSMUSG00000101722.1	0	0	0	0	0	0
ENSMUSG00000101723.1	0	0	0	0	0	0
ENSMUSG00000101724.1	0	0	0	0	0	0
ENSMUSG00000101728.6	0	0	0	0	0	0
ENSMUSG00000101731.1	4	1	0	0	3	0
ENSMUSG00000101734.1	0	0	0	0	0	0
ENSMUSG00000101740.6	0	0	0	0	0	0
ENSMUSG00000101741.1	0	0	0	0	0	0
ENSMUSG00000101743.6	0	0	0	0	0	0
ENSMUSG00000101744.6	0	0	0	0	0	0
ENSMUSG00000101745.6	0	0	0	0	0	0
ENSMUSG00000101746.1	0	0	0	0	0	0
ENSMUSG00000101753.1	0	0	0	0	0	0
ENSMUSG00000101755.1	0	0	0	0	0	0
ENSMUSG00000101758.1	0	0	0	0	0	0
ENSMUSG00000101761.6	0	0	0	0	0	0
ENSMUSG00000101762.1	0	0	0	0	0	0
ENSMUSG00000101764.1	0	0	0	0	0	0
ENSMUSG00000101767.1	0	0	0	0	0	0
ENSMUSG00000101768.1	0	0	0	0	0	0
ENSMUSG00000101770.1	0	0	0	0	0	0
ENSMUSG00000101771.6	0	0	0	0	0	0
ENSMUSG00000101773.1	0	6	0	5	4	11
ENSMUSG00000101774.6	0	0	0	0	0	0
ENSMUSG00000101775.6	0	0	0	0	0	0
ENSMUSG00000101776.1	0	0	0	0	0	0
ENSMUSG00000101778.1	0	0	0	0	1	0
ENSMUSG00000101779.6	0	0	0	0	0	0
ENSMUSG00000101781.1	0	0	0	0	0	0
ENSMUSG00000101782.1	0	0	0	0	0	0
ENSMUSG00000101785.1	0	0	0	0	0	0
ENSMUSG00000101791.1	0	0	0	0	0	0
ENSMUSG00000101792.1	0	0	0	0	0	0
ENSMUSG00000101794.1	0	0	0	0	0	0
ENSMUSG00000101796.1	0	0	0	0	0	0
ENSMUSG00000101797.1	0	0	0	0	0	0
ENSMUSG00000101799.1	0	0	0	0	0	0
ENSMUSG00000101801.6	0	0	0	0	0	0
ENSMUSG00000101802.1	0	0	0	0	0	0
ENSMUSG00000101804.1	0	0	0	0	0	0
ENSMUSG00000101808.1	0	0	0	0	0	0
ENSMUSG00000101809.1	0	0	0	0	0	0
ENSMUSG00000101810.1	0	0	0	0	0	0
ENSMUSG00000101811.1	0	0	0	0	0	0
